gid,created_at,title,current_price,original_price,image_url,rating,review_count,url,categories
www.walmart.com-2bd7bbe1c729e96a71839f5664241c16,2022-03-11T17:54:36.665793Z,A River Runs Through It (DVD),$9.05,$9.05,https://i5.walmartimages.com/asr/cdf5fc3e-64bf-47d9-a837-1330334c00c3_1.0493b3cb79f65facc115af722cd6765e.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5.0,15,https://www.walmart.com/ip/A-River-Runs-Through-It-DVD/1103120,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-e0973d9e3f9ed92b5af1d0982ec2bf59,2022-03-11T17:57:17.862859Z,Ransom (DVD),$7.63,$7.63,https://i5.walmartimages.com/asr/e5f94c4c-2c34-4b3b-af08-26823bc7f79d_1.e5624517cd22b741a50ee1962c6d4903.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,18,https://www.walmart.com/ip/Ransom-DVD/2519266,[Movies & TV Shows Movies Action Movies Action Thriller Movies]
www.walmart.com-28236c1edf3ac1029ee1ce36a223ff4b,2022-03-11T16:53:35.473875Z,Black Dog (DVD),$4.99,$4.99,https://i5.walmartimages.com/asr/d02423d1-962b-4dde-9870-a8ef203f1b0c_1.2d27a21752971698ac5cf7058a98d6ce.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,59,https://www.walmart.com/ip/Black-Dog-DVD/1105788,[Movies & TV Shows Movies Action Movies Action Thriller Movies]
www.walmart.com-898251941045e9e445622c42efdc906e,2022-03-11T17:48:25.065464Z,Fantastic Mr. Fox (DVD),$9.67,$9.67,https://i5.walmartimages.com/asr/38c51204-6c94-45c0-a5e5-afe793327e6b_1.c34c763d1aac1fa4ba46fea046631214.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.5,11,https://www.walmart.com/ip/Fantastic-Mr-Fox-DVD/13437633,[Movies & TV Shows Movies Animated Movies All Anime & Animation]
www.walmart.com-03f73b473a120b0f6d39a7702d31e2a3,2022-03-11T17:21:56.288383Z,Seven Brides for Seven Brothers (DVD),$10.67,$10.67,https://i5.walmartimages.com/asr/b337c725-c57b-4cb0-8bcc-4133684d7255_1.6abe0d716e4cc172111781e1b08d65bc.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.3,23,https://www.walmart.com/ip/Seven-Brides-for-Seven-Brothers-DVD/43182484,[Movies & TV Shows Movies Musicals All Music & Performance]
www.walmart.com-e8575c569666868ec258795e119f3f14,2022-03-11T16:54:41.987888Z,Death Becomes Her (DVD),$4.99,$4.99,https://i5.walmartimages.com/asr/11036b58-f9f8-4f5b-bb65-edf5fdc8edf0_1.966cce28c6d0267de05a3d8864b04d62.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,84,https://www.walmart.com/ip/Death-Becomes-Her-DVD/1088691,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-03ef905f961fee0b11f2168b39b09a29,2022-03-11T17:10:20.884178Z,"Anime Heroes Figure Naruto 6.5"" Action Figure",$19.99,$19.99,https://i5.walmartimages.com/asr/ff2dc084-aff4-4ea3-b606-3bf5513163ea.6b0eb4fa5198808f91abc139318c775b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.5,8,https://www.walmart.com/ip/Anime-Heroes-Figure-Naruto-6-5-Action-Figure/548128085?athbdg=L1600,[Toys Toys Character Shop Naruto Toys]
www.walmart.com-b182c586fd5bf5b2eecb8962443840c4,2022-03-11T17:23:36.56537Z,The Birdcage (DVD),$12.23,$12.23,https://i5.walmartimages.com/asr/4e32f2e5-d51a-45b3-b77a-0b3c91484f1b.13890aedcc207d8bbfbfaac23c2b98f1.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.8,34,https://www.walmart.com/ip/The-Birdcage-DVD/1617835,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-7e638307030b1b9499e679f4fa8766b3,2022-03-11T17:27:06.356229Z,Escape From New York (Blu-ray),$17.99,$17.99,https://i5.walmartimages.com/asr/c7b736a9-b5ad-4c2d-9fd4-df2a12691b11_1.06bcf883c3d9ed2e2f6ce48fff4899bc.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.0,4,https://www.walmart.com/ip/Escape-From-New-York-Blu-ray/44457176,[Movies & TV Shows Movies Action Movies All Action & Adventure]
www.walmart.com-48f3eef63e218d5cacf86ce4b0928c82,2022-03-11T17:08:37.769249Z,The Color of Law,$17.84,$27.95,https://i5.walmartimages.com/asr/c22e824b-3a2c-4461-9300-ae3f36fe0cec.7b58d1a6e0f3e5ffd2b3a211e2a87bdd.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.5,15,https://www.walmart.com/ip/The-Color-of-Law-9781631492853/55562562,[Movies & TV Shows @ Manual Shelves - Movies & TV Shows Summer Picks]
www.walmart.com-2c13e6dc11cf073fe855bec02fcde6ce,2022-03-11T17:48:47.481345Z,Naruto Shippuden: Box Set 4 (DVD),$19.49,$24.98,https://i5.walmartimages.com/asr/9fcfcb29-419a-49c0-a81a-e38eab0f5e53_1.e143946bbdbf8a9fbfb0e270e51c329e.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.9,11,https://www.walmart.com/ip/Naruto-Shippuden-Box-Set-4-DVD/14860353,[Movies & TV Shows TV Shows Action & Adventure TV Shows]
www.walmart.com-6eb7d15dfeaa2c3c00e32ba36259172a,2022-03-11T17:33:40.165136Z,Doc Hollywood (DVD),$9.99,$14.97,https://i5.walmartimages.com/asr/3f34c60a-3ff8-4504-9378-4263ec3d8957_1.097e2fd72030c1701e05313280fbb0ad.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.9,24,https://www.walmart.com/ip/Doc-Hollywood-DVD/1096847,[Movies & TV Shows Movies Action Movies Action Comedy Movies]
www.walmart.com-c54af85e20d1b78dbc531076fd1fa375,2022-03-11T17:43:47.167075Z,The Last Starfighter (DVD),$9.35,$9.35,https://i5.walmartimages.com/asr/e196259f-82a8-475f-873f-16851f316899_1.9e970b80dcbcdbbda48e91b58bf4bb3c.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,5.0,21,https://www.walmart.com/ip/The-Last-Starfighter-DVD/11038677,[Movies & TV Shows Movies Science Fiction Movies All Sci-Fi & Fantasy]
www.walmart.com-354c6ea9164d58cc6e7d3957751ac28c,2022-03-11T17:12:29.547712Z,Rookie of the Year (DVD),$7.63,$7.63,https://i5.walmartimages.com/asr/268d8d0a-5b76-4a9e-94df-96544e5f9673.b6ac1a1d2465b78591968ad2aa6b22c1.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.6,14,https://www.walmart.com/ip/Rookie-of-the-Year-DVD/39405894,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-d078984a18c944e6fd31dc750621966e,2022-03-11T17:39:11.262069Z,The Shadow Riders (DVD),$5.99,$5.99,https://i5.walmartimages.com/asr/4e32f2e5-d51a-45b3-b77a-0b3c91484f1b.13890aedcc207d8bbfbfaac23c2b98f1.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.8,28,https://www.walmart.com/ip/The-Shadow-Riders-DVD/4300968,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-a34f7d45fadfaa0a397f777646813570,2022-03-11T17:41:36.765244Z,Backdraft: 2-Movie Collection (DVD),$11.36,$11.36,https://i5.walmartimages.com/asr/3977a300-e401-4cae-ba58-039c370fe2ab.dd1cdef571c193de18ac554431b32c9d.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.8,6,https://www.walmart.com/ip/Backdraft-2-Movie-Collection-DVD/710592025,[Movies & TV Shows Movies Action Movies Action Drama Movies]
www.walmart.com-6622ace6f1a96eecfcaa4fcaabf0a3ef,2022-03-11T17:29:17.416251Z,Chicago Med: Season Five (DVD),$12.99,$12.99,https://i5.walmartimages.com/asr/0a3795dc-d7b3-4c38-9091-3da3b2796a58.e0d31cc460b1145c8deb70632b9a02f9.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,6,https://www.walmart.com/ip/Chicago-Med-Season-Five-DVD/238497378,[Movies & TV Shows Shop TV Shows by Format TV Shows on DVD]
www.walmart.com-05e9658e175cc52c7bdd318b51576d62,2022-03-11T16:49:47.367142Z,The Warriors (DVD),$7.17,$7.17,https://i5.walmartimages.com/asr/4e32f2e5-d51a-45b3-b77a-0b3c91484f1b.13890aedcc207d8bbfbfaac23c2b98f1.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.5,43,https://www.walmart.com/ip/The-Warriors-DVD/55723844,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-394771081d984fa8ac860f52ada2c719,2022-03-11T17:18:37.167626Z,The Blues Brothers Double Feature (DVD),$5.99,$5.99,https://i5.walmartimages.com/asr/f6c965b9-fe0d-4cff-aa26-a1a1641390f8_1.6590a628a0918181b5defe86ddc798b8.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.3,10,https://www.walmart.com/ip/The-Blues-Brothers-Double-Feature-DVD/51046364,[Movies & TV Shows Movies Romance Movies Romantic Comedies]
www.walmart.com-8f16fa1cbbfc05bae2e2513a065efe09,2022-03-11T17:15:34.007357Z,Chef (DVD),$4.99,$4.99,https://i5.walmartimages.com/asr/3c4818db-a004-4b62-917b-8ea2a77931f2_1.e97adab824eb1b1de0eaf001d132e68b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,13,https://www.walmart.com/ip/Chef-DVD/37276768,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-add175d1db1890dbec231b0e93c523ef,2022-03-11T17:19:14.448529Z,My Family (Mi Familia) (DVD),$7.33,$7.33,https://i5.walmartimages.com/asr/50bc7091-5166-4b73-b0be-6f4e436aa910_1.6ed0229501ee8835dca4c93be668e962.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,19,https://www.walmart.com/ip/My-Family-Mi-Familia-DVD/2519791,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-6e55bc0cd9cb456f973d4a05ff81ca8e,2022-03-11T17:15:31.074127Z,Care Bears Classic Quad (DVD),$8.76,$8.76,https://i5.walmartimages.com/asr/c4c965dc-c016-4351-b35d-9b74af82714f_1.573d4a2dbace1aebf7e332d92f8d716b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.7,15,https://www.walmart.com/ip/Care-Bears-Classic-Quad-DVD/15676244,[Movies & TV Shows Movies Animated Movies All Anime & Animation]
www.walmart.com-1cb660fbd1b0d189305756a5da588643,2022-03-11T16:50:02.367793Z,Facing the Giants (DVD),$9.05,$9.05,https://i5.walmartimages.com/asr/bbc6b9f9-5f19-457c-99c2-a9765d9312f5_1.33bfd6c22b07511a8f92a366f130de98.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.9,184,https://www.walmart.com/ip/Facing-the-Giants-DVD/5445013,[Movies & TV Shows Movies Documentaries Sports]
www.walmart.com-b2406db7233186534ce7e678cbbd58e2,2022-03-11T17:30:33.865331Z,Gone in 60 Seconds (DVD),$7.63,$7.63,https://i5.walmartimages.com/asr/913d494f-390a-433d-8803-b4d625bc3e6e_1.9a471cddb8b55fbf33d9e40eaa0a230f.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,36,https://www.walmart.com/ip/Gone-in-60-Seconds-DVD/1109455,[Movies & TV Shows Movies Action Movies Action Drama Movies]
www.walmart.com-3b00c023a90f3dd6f2013860a7879ccd,2022-03-11T16:50:06.671143Z,The Breakfast Club (30th Anniversary Edition) (DVD),$4.99,$4.99,https://i5.walmartimages.com/asr/3977a300-e401-4cae-ba58-039c370fe2ab.dd1cdef571c193de18ac554431b32c9d.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.8,49,https://www.walmart.com/ip/The-Breakfast-Club-30th-Anniversary-Edition-DVD/42512110?athbdg=L1200,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-366c254b9d3421c13dd7231b34e9cda6,2022-03-11T17:42:57.259628Z,Brotherly Love (DVD),$11.58,$11.58,https://i5.walmartimages.com/asr/3977a300-e401-4cae-ba58-039c370fe2ab.dd1cdef571c193de18ac554431b32c9d.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,5.0,1,https://www.walmart.com/ip/Brotherly-Love-DVD/681832809,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-6c6a499ecf7efd8db49b6be86e846e83,2022-03-11T17:36:17.363063Z,The Temptations (DVD),$9.95,$9.95,https://i5.walmartimages.com/asr/4e32f2e5-d51a-45b3-b77a-0b3c91484f1b.13890aedcc207d8bbfbfaac23c2b98f1.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,5.0,5,https://www.walmart.com/ip/The-Temptations-DVD/211982373,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-f46766deaeb317594b04fdfe50dc16cc,2022-03-11T17:41:03.474397Z,The National Parks: America's Best Idea (DVD),$27.60,$27.60,https://i5.walmartimages.com/asr/e3c8a8af-f2c5-45a4-9f26-e6af28452a5d_1.b907166833192e7412440ce9fb2c8d19.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,,,https://www.walmart.com/ip/The-National-Parks-America-s-Best-Idea-DVD/486393303,[Movies & TV Shows Movies Documentaries All Documentaries]
www.walmart.com-d7285798a0ed49ce98159157db832f63,2022-03-11T17:54:48.574459Z,Downton Abbey: The Complete Series (DVD),$29.99,$29.99,https://i5.walmartimages.com/asr/4d343cd0-68f8-409f-8379-549e4097e8ab.58ab248e9febeee55b1eb1bd74303de8.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,9,https://www.walmart.com/ip/Downton-Abbey-The-Complete-Series-DVD/385507421,[Movies & TV Shows Complete Movie Series & Box Sets]
www.walmart.com-543cc7c55a031ec253a37827490a228a,2022-03-11T17:45:47.585599Z,The Sword in the Stone (DVD + Digital Copy),$12.17,$12.17,https://i5.walmartimages.com/asr/f7c7b04a-1588-4967-80dd-ce2c9fe27d3d.884eec0395291a8890202cfe033d3698.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,5.0,13,https://www.walmart.com/ip/The-Sword-in-the-Stone-DVD-Digital-Copy/24549006,[Movies & TV Shows Disney Movies Disney Movies]
www.walmart.com-ff734ed15575f40b94c5e65e286e0cf6,2022-03-11T17:30:48.559259Z,"Pokemon Kids Twin Sheet Set, Gaming Bedding, Red, Yellow and White",$20.09,$37.83,https://i5.walmartimages.com/asr/32b208b6-8091-44f8-9994-267fb99cf417.56d7ffd8a1abc0092c261d68cc0892ee.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.7,63,https://www.walmart.com/ip/Pokemon-Kids-Twin-Sheet-Set-Gaming-Bedding-Red-Yellow-and-White/55567830,[Home Kids' Rooms Kids' Bedding Kids' Sheets]
www.walmart.com-ef3578723509f0bffec89701dd0372c0,2022-03-11T17:31:41.269015Z,The Postman (DVD),$9.99,$12.97,https://i5.walmartimages.com/asr/4a4f22fb-0699-410d-8d18-50026c85271d_1.2c34a7a9deb1dd435c95bb627373c295.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.6,16,https://www.walmart.com/ip/The-Postman-DVD/14314228,[Movies & TV Shows Movies Science Fiction Movies All Sci-Fi & Fantasy]
www.walmart.com-d4481c996446601d50b39b91c99c4623,2022-03-11T17:24:47.167968Z,Easy Yoga For Everything With Peggy Cappy (DVD),$32.40,$69.99,https://i5.walmartimages.com/asr/2685f438-f132-4908-84ff-3979a2102c14.98d0e33dbfc4c1cf86d3e267c4b9f488.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5.0,3,https://www.walmart.com/ip/Easy-Yoga-For-Everything-With-Peggy-Cappy-DVD/298348322,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-ed12a2ec4574e204d7bc1cd228f1b947,2022-03-11T17:30:03.761825Z,Staying Alive (DVD),$4.00,$8.99,https://i5.walmartimages.com/asr/c3f6a279-8218-45c8-8cc8-1f2e1c3fa62d_1.c2a620027aa62f646173da5df7718999.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.6,7,https://www.walmart.com/ip/Staying-Alive-DVD/55609102,[Movies & TV Shows Movies Action Movies Action Drama Movies]
www.walmart.com-07cfd95228ca43e1929928d7504911e5,2022-03-11T17:20:13.817833Z,Gilmore Girls: A Year in the Life,$14.59,$24.98,https://i5.walmartimages.com/asr/471e56b7-685e-4d5c-b929-028e05d883c7_1.334032cd4524fb23a1ce04b61b979da2.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.5,15,https://www.walmart.com/ip/Gilmore-Girls-A-Year-in-the-Life/400482775,[Movies & TV Shows Warner Brothers TV Shows]
www.walmart.com-e448b73798231be48418c64e0d4c67a9,2022-03-11T17:10:54.972108Z,Pokémon Ultra Pro X and Y 2 Inches 3-Ring Binder with 100 Ultra Pro Platinum 9-Pocket Sheets,$24.49,$29.99,https://i5.walmartimages.com/asr/7b9d751a-c366-4bc0-a166-fdfc06f027ff.208a0b4c364728cefc6fe7720d2162a9.gif?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.9,29,https://www.walmart.com/ip/Pok-mon-Ultra-Pro-X-and-Y-2-Inches-3-Ring-Binder-with-100-Ultra-Pro-Platinum-9-Pocket-Sheets/49605880,[Toys Games & Puzzles Trading Cards Pokemon Cards Pokemon Trading Card Binders & Holders]
www.walmart.com-4b5d4b3d03418ddd0b79389d1e56a3ee,2022-03-11T16:59:07.870223Z,The Fog (DVD),$9.74,$9.74,https://i5.walmartimages.com/asr/ac7371fa-93c5-491d-9b2f-c3dfe140a6da.4b05e5a2e40c9e542596b79fe07fcfa3.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.6,14,https://www.walmart.com/ip/The-Fog-DVD/4167304,[Movies & TV Shows Movies Horror Movies All Horror Movies]
www.walmart.com-3becba2d70a42eef7e69a97eb2eeaced,2022-03-11T17:56:23.869743Z,Cokeville Miracle (DVD),$8.50,$8.50,https://i5.walmartimages.com/asr/c57c58ed-bf9c-423f-8061-42d212b2d755_1.7ecdfadd8f8419524bf20b48c3f76929.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5.0,3,https://www.walmart.com/ip/Cokeville-Miracle-DVD/55037992,[Books Religion & Spirituality Books Religion & Religious Studies General]
www.walmart.com-ad5fbccd40af1bbf9847a6e01057142f,2022-03-11T17:27:51.240873Z,Secretariat (DVD),$9.61,$9.61,https://i5.walmartimages.com/asr/d7e25b8f-5185-4249-b6e4-e054f6f97fa0_1.938c69458565919ea526820061d2fc20.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.9,124,https://www.walmart.com/ip/Secretariat-DVD/15566738,[Movies & TV Shows Movies Action Movies Action Drama Movies]
www.walmart.com-31c20a4e9391d60ea656faf629998dbd,2022-03-11T17:36:35.897795Z,"Pokemon 8"" Plush Pikachu",$23.60,$35.40,https://i5.walmartimages.com/asr/67a5959f-a908-4870-8d3f-9d105cbb575a_1.ee18b33513d144a9eed400d22d46f7db.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.0,4,https://www.walmart.com/ip/Pokemon-8-Plush-Pikachu/798258279?athbdg=L1700,[Toys Stuffed Animals & Plush Toys 2 to 4 Years]
www.walmart.com-dfa9817b210a94ecdac06ed6db91c6dd,2022-03-11T16:49:49.068254Z,Happy Gilmore / Billy Madison (DVD),$7.99,$7.99,https://i5.walmartimages.com/asr/9a39ef37-e2fa-4fab-a7d5-ffaa4f16814c_1.24e6fecddc0881459003450b8cbd52a1.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.6,36,https://www.walmart.com/ip/Happy-Gilmore-Billy-Madison-DVD/21609984,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-340dfa7f631b4c09f00d5111038971a1,2022-03-11T17:27:27.253468Z,Naked Lunch (Criterion Collection) (DVD),$16.89,$29.95,https://i5.walmartimages.com/asr/71185a1b-2e75-4952-a1c7-22d2e91b7da2.aa0569de1fb49a0afc2c23c3ac9be9be.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,,,https://www.walmart.com/ip/Naked-Lunch-Criterion-Collection-DVD/55795542,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-17a7cbb44f6ee26578d3f552e42d6edd,2022-03-11T17:14:45.871873Z,Gold Collection: Bedknobs and Broomsticks (Other) (DVD),$9.61,$9.61,https://i5.walmartimages.com/asr/7713b3d4-dda5-49dd-a101-1f7b641cb8c9_1.b75663ae5b72d0c97e14ac9073e889a4.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.9,59,https://www.walmart.com/ip/Gold-Collection-Bedknobs-and-Broomsticks-Other-DVD/11151519,[Party & Occasions Halloween Halloween Entertainment Halloween Movies]
www.walmart.com-461a9c1cec75757371c670360fe58bf5,2022-03-11T17:42:57.261222Z,Pokemon: Johto League Champions - The Complete Collection (DVD),$37.88,$49.99,https://i5.walmartimages.com/asr/0dde405a-f697-420c-8e88-22edc131813a_1.b4c9d4f8fbb0bfcfd56085fa5170105d.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5.0,6,https://www.walmart.com/ip/Pokemon-Johto-League-Champions-The-Complete-Collection-DVD/49967385,[Movies & TV Shows TV Shows Action & Adventure TV Shows]
www.walmart.com-fc1bcec724429aedfb2c98f24bb7d565,2022-03-11T16:49:51.768058Z,Operation Petticoat (DVD),$13.73,$24.95,https://i5.walmartimages.com/asr/8a219347-5af7-49ae-aa5d-7743eda99240.24763cd4da6b9be26424224f76be88b2.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.2,5,https://www.walmart.com/ip/Operation-Petticoat-DVD/38774311,[Movies & TV Shows Movies Classic Movies Classic Comedies]
www.walmart.com-d91ab26ae3c4def4b9bda0a28db6a476,2022-03-11T17:46:39.070739Z,"Definitely, Maybe (DVD)",$4.99,$4.99,https://i5.walmartimages.com/asr/a5d0a62a-5f1d-4276-8ca7-c61fbdd3b424_1.eb867605212aef19ace429670e1708e1.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5.0,5,https://www.walmart.com/ip/Definitely-Maybe-DVD/9906547,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-6a093c1482fd68afb8fb73129be9f208,2022-03-11T17:09:45.865161Z,George of the Jungle / George of the Jungle 2 (DVD),$9.99,$14.99,https://i5.walmartimages.com/asr/b603f55d-52e4-4b9f-9ee2-d0f56b9b83cb_1.92e722bd7ecd9f28d22a0fd6fb9cfaf9.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,26,https://www.walmart.com/ip/George-of-the-Jungle-George-of-the-Jungle-2-DVD/13907598,[Movies & TV Shows Movies Kids Movies Family Comedy Movies]
www.walmart.com-fc64c5080d382d5d0d9303b7c3f159f6,2022-03-11T17:34:16.165821Z,Constantine (Blu-ray),$7.98,$7.98,https://i5.walmartimages.com/asr/21b250ea-6779-4ed8-97d8-2a468087ab37.8bbea278a03419eefaa37d74e068dc2b.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.7,28,https://www.walmart.com/ip/Constantine-Blu-ray/10310058,[Movies & TV Shows Movies Horror Movies All Horror Movies]
www.walmart.com-02d6ab7d511318e9be1fade0ca3ea4d9,2022-03-11T17:14:05.913944Z,Rooster Cogburn (DVD),$4.99,$4.99,https://i5.walmartimages.com/asr/f2a3302e-b427-480a-b9d2-4ed9ea0552d7_1.a412a399de22672affe3e79b6b6dd07a.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.7,33,https://www.walmart.com/ip/Rooster-Cogburn-DVD/1088725,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-2c77bd998683e358ca6ae9f9b8aed26b,2022-03-11T17:27:33.674814Z,Schylling Unicorn Tin Tea Set - 15 Pieces,$19.99,$19.99,https://i5.walmartimages.com/asr/fc4107ac-9680-4330-800c-662216b2991e.777069e2f9ac3623168d999d88257685.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.2,85,https://www.walmart.com/ip/Schylling-Unicorn-Tin-Tea-Set-15-Pieces/842599351,"[Toys Pretend Play Kitchens, Playfood & Housekeeping Play Food & Accessories Kids Tea Sets]"
www.walmart.com-99193aa0486e1b551f70edf5f8adcd29,2022-03-11T17:41:01.168578Z,Runaway Bride (DVD),$3.74,$5.99,https://i5.walmartimages.com/asr/cc41b9b9-4f98-4177-82c7-153293f3c16e_1.df17af0032e8420ab756ea6e77ca339c.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.8,13,https://www.walmart.com/ip/Runaway-Bride-DVD/559986146,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-474e1c42b8a0bbf34606d3e9965021e0,2022-03-11T17:46:23.914674Z,"Walker, Texas Ranger: The Complete First Season (DVD)",$9.99,$14.98,https://i5.walmartimages.com/asr/7dfd2212-a6d1-4686-98b3-8c112d0f4042.f762eb9a8f4f063c5e065d943ff6ea69.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.7,3,https://www.walmart.com/ip/Walker-Texas-Ranger-The-Complete-First-Season-DVD/847837793,[Movies & TV Shows Shop Movies by Format DVD Movies]
www.walmart.com-11749fa14afd7d978a80d2b5a6a8c677,2022-03-11T17:30:19.07974Z,"Nielsen-Massey Madagascar Bourbon Pure Vanilla Bean Paste, 32 oz",$106.48,$182.16,https://i5.walmartimages.com/asr/811b085b-4a84-4f37-ae96-0059b9a24a61_1.5ccf2b037fbf38960d8399552b48ca99.jpeg?odnHeight=140&odnWidth=140&odnBg=FFFFFF,5.0,92,https://www.walmart.com/ip/Nielsen-Massey-Madagascar-Bourbon-Pure-Vanilla-Bean-Paste-32-oz/38442217,"[Food Baking Baking Ingredients Vanilla Extract, Food Coloring & Spices All Vanilla Extract, Food Coloring & Spices]"
www.walmart.com-82415f09739983dbf4519b881c010255,2022-03-11T17:30:36.965611Z,For Love of the Game (DVD),$4.97,$4.97,https://i5.walmartimages.com/asr/64c825e8-4c36-4c4f-8b31-aeec79c07e4c.a93c5f2ff1be3ca04ca35d812e241273.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,4.9,9,https://www.walmart.com/ip/For-Love-of-the-Game-DVD/1104422,[Movies & TV Shows Movies Drama Movies Romantic]
www.walmart.com-3ed51aa1a4e941f287535afe9e045110,2022-03-11T17:08:05.572199Z,"Pokemon 4 Piece Bedding Sets, Twin with Comforter, Fitted Sheet, Flat Sheet, Pillowcase",$48.98,$48.98,https://i5.walmartimages.com/asr/0724b8ae-38f8-4218-9f4f-2b6a1ca428bd.edc108ea6ea31466a71e6dc3191d0dd7.png?odnHeight=140&odnWidth=140&odnBg=FFFFFF,4.7,212,https://www.walmart.com/ip/Pokemon-4-Piece-Bedding-Sets-Twin-with-Comforter-Fitted-Sheet-Flat-Sheet-Pillowcase/54458278,[Home Kids' Rooms Kids' Bedding Kids' Bedding Sets]
